                       	strtok
Length  308/28, alignment  0/ 3, fail:	514.837
Length  308/28, alignment  0/ 9, found:	487.538
Length  308/28, alignment  0/ 9, fail:	504.128
Length  308/28, alignment  0/15, found:	496.368
Length  308/28, alignment  0/15, fail:	504.806
Length  308/28, alignment  3/ 0, found:	501.308
Length  308/28, alignment  3/ 0, fail:	485.193
Length  308/28, alignment  3/ 3, found:	506.378
Length  308/28, alignment  3/ 3, fail:	496.448
Length  308/28, alignment  3/ 9, found:	505.433
Length  308/28, alignment  3/ 9, fail:	497.027
Length  308/28, alignment  3/15, found:	486.076
Length  308/28, alignment  3/15, fail:	502.771
Length  308/28, alignment  9/ 0, found:	486.277
Length  308/28, alignment  9/ 0, fail:	504.013
Length  308/28, alignment  9/ 3, found:	497.086
Length  308/28, alignment  9/ 3, fail:	507.3
Length  308/28, alignment  9/ 9, found:	501.13
Length  308/28, alignment  9/ 9, fail:	485.554
Length  308/28, alignment  9/15, found:	504.607
Length  308/28, alignment  9/15, fail:	495.161
Length  308/28, alignment 15/ 0, found:	505.806
Length  308/28, alignment 15/ 0, fail:	503.191
Length  308/28, alignment 15/ 3, found:	490.152
Length  308/28, alignment 15/ 3, fail:	503.226
Length  308/28, alignment 15/ 9, found:	488.498
Length  308/28, alignment 15/ 9, fail:	505.066
Length  308/28, alignment 15/15, found:	496.803
Length  308/28, alignment 15/15, fail:	505.349
Length  336/28, alignment  0/ 0, found:	524.171
Length  336/28, alignment  0/ 0, fail:	511.728
Length  336/28, alignment  0/ 3, found:	531.942
Length  336/28, alignment  0/ 3, fail:	524.079
Length  336/28, alignment  0/ 9, found:	524.553
Length  336/28, alignment  0/ 9, fail:	599.399
Length  336/28, alignment  0/15, found:	531.277
Length  336/28, alignment  0/15, fail:	528.762
Length  336/28, alignment  3/ 0, found:	530.702
Length  336/28, alignment  3/ 0, fail:	522.907
Length  336/28, alignment  3/ 3, found:	513.512
Length  336/28, alignment  3/ 3, fail:	528.941
Length  336/28, alignment  3/ 9, found:	521.72
Length  336/28, alignment  3/ 9, fail:	525.056
Length  336/28, alignment  3/15, found:	522.288
Length  336/28, alignment  3/15, fail:	530.551
Length  336/28, alignment  9/ 0, found:	549.076
Length  336/28, alignment  9/ 0, fail:	512.84
Length  336/28, alignment  9/ 3, found:	564.519
Length  336/28, alignment  9/ 3, fail:	529.99
Length  336/28, alignment  9/ 9, found:	721.223
Length  336/28, alignment  9/ 9, fail:	514.921
Length  336/28, alignment  9/15, found:	542.037
Length  336/28, alignment  9/15, fail:	514.547
Length  336/28, alignment 15/ 0, found:	527.391
Length  336/28, alignment 15/ 0, fail:	521.781
Length  336/28, alignment 15/ 3, found:	519.256
Length  336/28, alignment 15/ 3, fail:	520.233
Length  336/28, alignment 15/ 9, found:	521.989
Length  336/28, alignment 15/ 9, fail:	525.731
Length  336/28, alignment 15/15, found:	513.069
Length  336/28, alignment 15/15, fail:	524.835
Length  364/28, alignment  0/ 0, found:	552.312
Length  364/28, alignment  0/ 0, fail:	561.569
Length  364/28, alignment  0/ 3, found:	553.74
Length  364/28, alignment  0/ 3, fail:	554.308
Length  364/28, alignment  0/ 9, found:	549.563
Length  364/28, alignment  0/ 9, fail:	560.998
Length  364/28, alignment  0/15, found:	553.056
Length  364/28, alignment  0/15, fail:	556.165
Length  364/28, alignment  3/ 0, found:	552.526
Length  364/28, alignment  3/ 0, fail:	545.248
Length  364/28, alignment  3/ 3, found:	570.021
Length  364/28, alignment  3/ 3, fail:	550.776
Length  364/28, alignment  3/ 9, found:	565.99
Length  364/28, alignment  3/ 9, fail:	552.561
Length  364/28, alignment  3/15, found:	562.265
Length  364/28, alignment  3/15, fail:	556.592
Length  364/28, alignment  9/ 0, found:	555.883
Length  364/28, alignment  9/ 0, fail:	560.142
Length  364/28, alignment  9/ 3, found:	563.793
Length  364/28, alignment  9/ 3, fail:	572.703
Length  364/28, alignment  9/ 9, found:	560.705
Length  364/28, alignment  9/ 9, fail:	559.703
Length  364/28, alignment  9/15, found:	579.296
Length  364/28, alignment  9/15, fail:	576.635
Length  364/28, alignment 15/ 0, found:	554.644
Length  364/28, alignment 15/ 0, fail:	568.778
Length  364/28, alignment 15/ 3, found:	544.718
Length  364/28, alignment 15/ 3, fail:	572.965
Length  364/28, alignment 15/ 9, found:	544.146
Length  364/28, alignment 15/ 9, fail:	584.409
Length  364/28, alignment 15/15, found:	544.338
Length  364/28, alignment 15/15, fail:	560.951
Length  392/28, alignment  0/ 0, found:	595.64
Length  392/28, alignment  0/ 0, fail:	600.009
Length  392/28, alignment  0/ 3, found:	608.536
Length  392/28, alignment  0/ 3, fail:	613.334
Length  392/28, alignment  0/ 9, found:	594.938
Length  392/28, alignment  0/ 9, fail:	594.005
Length  392/28, alignment  0/15, found:	600.335
Length  392/28, alignment  0/15, fail:	600.851
Length  392/28, alignment  3/ 0, found:	597.591
Length  392/28, alignment  3/ 0, fail:	629.073
Length  392/28, alignment  3/ 3, found:	598.503
Length  392/28, alignment  3/ 3, fail:	607.637
Length  392/28, alignment  3/ 9, found:	600.186
Length  392/28, alignment  3/ 9, fail:	634.821
Length  392/28, alignment  3/15, found:	595.701
Length  392/28, alignment  3/15, fail:	614.337
Length  392/28, alignment  9/ 0, found:	593.413
Length  392/28, alignment  9/ 0, fail:	616.027
Length  392/28, alignment  9/ 3, found:	598.239
Length  392/28, alignment  9/ 3, fail:	619.652
Length  392/28, alignment  9/ 9, found:	599.93
Length  392/28, alignment  9/ 9, fail:	604.115
Length  392/28, alignment  9/15, found:	610.016
Length  392/28, alignment  9/15, fail:	619.013
Length  392/28, alignment 15/ 0, found:	589.109
Length  392/28, alignment 15/ 0, fail:	611.856
Length  392/28, alignment 15/ 3, found:	585.443
Length  392/28, alignment 15/ 3, fail:	615.597
Length  392/28, alignment 15/ 9, found:	591.504
Length  392/28, alignment 15/ 9, fail:	612.859
Length  392/28, alignment 15/15, found:	591.654
Length  392/28, alignment 15/15, fail:	615.981
Length  420/28, alignment  0/ 0, found:	618.454
Length  420/28, alignment  0/ 0, fail:	646.281
Length  420/28, alignment  0/ 3, found:	614.11
Length  420/28, alignment  0/ 3, fail:	630.904
Length  420/28, alignment  0/ 9, found:	630.458
Length  420/28, alignment  0/ 9, fail:	630.035
Length  420/28, alignment  0/15, found:	635.861
Length  420/28, alignment  0/15, fail:	623.591
Length  420/28, alignment  3/ 0, found:	638.121
Length  420/28, alignment  3/ 0, fail:	622.378
Length  420/28, alignment  3/ 3, found:	633.475
Length  420/28, alignment  3/ 3, fail:	620.567
Length  420/28, alignment  3/ 9, found:	633.672
Length  420/28, alignment  3/ 9, fail:	625.618
Length  420/28, alignment  3/15, found:	636.153
Length  420/28, alignment  3/15, fail:	619.944
Length  420/28, alignment  9/ 0, found:	635.355
Length  420/28, alignment  9/ 0, fail:	622.396
Length  420/28, alignment  9/ 3, found:	648.828
Length  420/28, alignment  9/ 3, fail:	620.577
Length  420/28, alignment  9/ 9, found:	636.379
Length  420/28, alignment  9/ 9, fail:	634.241
Length  420/28, alignment  9/15, found:	643.771
Length  420/28, alignment  9/15, fail:	629.577
Length  420/28, alignment 15/ 0, found:	648.437
Length  420/28, alignment 15/ 0, fail:	635.58
Length  420/28, alignment 15/ 3, found:	637.039
Length  420/28, alignment 15/ 3, fail:	631.007
Length  420/28, alignment 15/ 9, found:	628.682
Length  420/28, alignment 15/ 9, fail:	657.277
Length  420/28, alignment 15/15, found:	630.442
Length  420/28, alignment 15/15, fail:	632.478
Length   58/29, alignment  0/ 0, found:	242.796
Length   58/29, alignment  0/ 0, fail:	233.963
Length   58/29, alignment  0/ 3, found:	230.347
Length   58/29, alignment  0/ 3, fail:	259.913
Length   58/29, alignment  0/ 9, found:	229.951
Length   58/29, alignment  0/ 9, fail:	250.751
Length   58/29, alignment  0/15, found:	229.985
Length   58/29, alignment  0/15, fail:	234.167
Length   58/29, alignment  3/ 0, found:	242.179
Length   58/29, alignment  3/ 0, fail:	233.908
Length   58/29, alignment  3/ 3, found:	240.149
Length   58/29, alignment  3/ 3, fail:	233.773
Length   58/29, alignment  3/ 9, found:	231.087
Length   58/29, alignment  3/ 9, fail:	249.772
Length   58/29, alignment  3/15, found:	231.426
Length   58/29, alignment  3/15, fail:	242.667
Length   58/29, alignment  9/ 0, found:	233.341
Length   58/29, alignment  9/ 0, fail:	233.568
Length   58/29, alignment  9/ 3, found:	247.863
Length   58/29, alignment  9/ 3, fail:	234.211
Length   58/29, alignment  9/ 9, found:	239.059
Length   58/29, alignment  9/ 9, fail:	233.888
Length   58/29, alignment  9/15, found:	231.559
Length   58/29, alignment  9/15, fail:	248.646
Length   58/29, alignment 15/ 0, found:	230.488
Length   58/29, alignment 15/ 0, fail:	243.965
Length   58/29, alignment 15/ 3, found:	232.009
Length   58/29, alignment 15/ 3, fail:	233.888
Length   58/29, alignment 15/ 9, found:	247.066
Length   58/29, alignment 15/ 9, fail:	234.951
Length   58/29, alignment 15/15, found:	239.104
Length   58/29, alignment 15/15, fail:	234.533
Length   87/29, alignment  0/ 0, found:	261.176
Length   87/29, alignment  0/ 0, fail:	275.396
Length   87/29, alignment  0/ 3, found:	269.154
Length   87/29, alignment  0/ 3, fail:	260.041
Length   87/29, alignment  0/ 9, found:	259.225
Length   87/29, alignment  0/ 9, fail:	274.658
Length   87/29, alignment  0/15, found:	258.112
Length   87/29, alignment  0/15, fail:	267.973
Length   87/29, alignment  3/ 0, found:	260.128
Length   87/29, alignment  3/ 0, fail:	257.38
Length   87/29, alignment  3/ 3, found:	277.08
Length   87/29, alignment  3/ 3, fail:	269.582
Length   87/29, alignment  3/ 9, found:	260.986
Length   87/29, alignment  3/ 9, fail:	259.772
Length   87/29, alignment  3/15, found:	269.162
Length   87/29, alignment  3/15, fail:	262.101
Length   87/29, alignment  9/ 0, found:	267.536
Length   87/29, alignment  9/ 0, fail:	258.94
Length   87/29, alignment  9/ 3, found:	258.798
Length   87/29, alignment  9/ 3, fail:	275.188
Length   87/29, alignment  9/ 9, found:	269.523
Length   87/29, alignment  9/ 9, fail:	256.977
Length   87/29, alignment  9/15, found:	274.436
Length   87/29, alignment  9/15, fail:	274.646
Length   87/29, alignment 15/ 0, found:	259.959
Length   87/29, alignment 15/ 0, fail:	275.695
Length   87/29, alignment 15/ 3, found:	257.887
Length   87/29, alignment 15/ 3, fail:	258.79
Length   87/29, alignment 15/ 9, found:	274.953
Length   87/29, alignment 15/ 9, fail:	269.779
Length   87/29, alignment 15/15, found:	257.853
Length   87/29, alignment 15/15, fail:	259.22
Length  116/29, alignment  0/ 0, found:	312.828
Length  116/29, alignment  0/ 0, fail:	303.517
Length  116/29, alignment  0/ 3, found:	294.682
Length  116/29, alignment  0/ 3, fail:	294.883
Length  116/29, alignment  0/ 9, found:	309.302
Length  116/29, alignment  0/ 9, fail:	303.589
Length  116/29, alignment  0/15, found:	294.137
Length  116/29, alignment  0/15, fail:	294.896
Length  116/29, alignment  3/ 0, found:	310.508
Length  116/29, alignment  3/ 0, fail:	303.744
Length  116/29, alignment  3/ 3, found:	294.289
Length  116/29, alignment  3/ 3, fail:	294.838
Length  116/29, alignment  3/ 9, found:	310.362
Length  116/29, alignment  3/ 9, fail:	304.074
Length  116/29, alignment  3/15, found:	294.83
Length  116/29, alignment  3/15, fail:	295.082
Length  116/29, alignment  9/ 0, found:	311.052
Length  116/29, alignment  9/ 0, fail:	305.182
Length  116/29, alignment  9/ 3, found:	293.639
Length  116/29, alignment  9/ 3, fail:	295.324
Length  116/29, alignment  9/ 9, found:	311.99
Length  116/29, alignment  9/ 9, fail:	303.883
Length  116/29, alignment  9/15, found:	294.62
Length  116/29, alignment  9/15, fail:	295.014
Length  116/29, alignment 15/ 0, found:	312.422
Length  116/29, alignment 15/ 0, fail:	304.205
Length  116/29, alignment 15/ 3, found:	294.819
Length  116/29, alignment 15/ 3, fail:	294.955
Length  116/29, alignment 15/ 9, found:	311.243
Length  116/29, alignment 15/ 9, fail:	303.702
Length  116/29, alignment 15/15, found:	294.502
Length  116/29, alignment 15/15, fail:	294.113
Length  145/29, alignment  0/ 0, found:	338.202
Length  145/29, alignment  0/ 0, fail:	333.536
Length  145/29, alignment  0/ 3, found:	321.986
Length  145/29, alignment  0/ 3, fail:	341.121
Length  145/29, alignment  0/ 9, found:	320.682
Length  145/29, alignment  0/ 9, fail:	333.746
Length  145/29, alignment  0/15, found:	320.415
Length  145/29, alignment  0/15, fail:	341.658
Length  145/29, alignment  3/ 0, found:	331.396
Length  145/29, alignment  3/ 0, fail:	323.39
Length  145/29, alignment  3/ 3, found:	319.754
Length  145/29, alignment  3/ 3, fail:	341.876
Length  145/29, alignment  3/ 9, found:	332.273
Length  145/29, alignment  3/ 9, fail:	322.852
Length  145/29, alignment  3/15, found:	339.268
Length  145/29, alignment  3/15, fail:	333.293
Length  145/29, alignment  9/ 0, found:	322.835
Length  145/29, alignment  9/ 0, fail:	323.658
Length  145/29, alignment  9/ 3, found:	333.849
Length  145/29, alignment  9/ 3, fail:	332.522
Length  145/29, alignment  9/ 9, found:	320.479
Length  145/29, alignment  9/ 9, fail:	329.535
Length  145/29, alignment  9/15, found:	320.849
Length  145/29, alignment  9/15, fail:	331.535
Length  145/29, alignment 15/ 0, found:	322.066
Length  145/29, alignment 15/ 0, fail:	356.383
Length  145/29, alignment 15/ 3, found:	334.908
Length  145/29, alignment 15/ 3, fail:	323.525
Length  145/29, alignment 15/ 9, found:	321.343
Length  145/29, alignment 15/ 9, fail:	342.805
Length  145/29, alignment 15/15, found:	331.524
Length  145/29, alignment 15/15, fail:	322.146
Length  174/29, alignment  0/ 0, found:	357.263
Length  174/29, alignment  0/ 0, fail:	356.203
Length  174/29, alignment  0/ 3, found:	346.578
Length  174/29, alignment  0/ 3, fail:	348.065
Length  174/29, alignment  0/ 9, found:	355.799
Length  174/29, alignment  0/ 9, fail:	358.976
Length  174/29, alignment  0/15, found:	349.14
Length  174/29, alignment  0/15, fail:	364.897
Length  174/29, alignment  3/ 0, found:	355.722
Length  174/29, alignment  3/ 0, fail:	351.212
Length  174/29, alignment  3/ 3, found:	355.39
Length  174/29, alignment  3/ 3, fail:	340.564
Length  174/29, alignment  3/ 9, found:	364.404
Length  174/29, alignment  3/ 9, fail:	348.154
Length  174/29, alignment  3/15, found:	357.264
Length  174/29, alignment  3/15, fail:	356.329
Length  174/29, alignment  9/ 0, found:	349.622
Length  174/29, alignment  9/ 0, fail:	352.963
Length  174/29, alignment  9/ 3, found:	355.537
Length  174/29, alignment  9/ 3, fail:	348.658
Length  174/29, alignment  9/ 9, found:	351.44
Length  174/29, alignment  9/ 9, fail:	359.605
Length  174/29, alignment  9/15, found:	354.09
Length  174/29, alignment  9/15, fail:	348.614
Length  174/29, alignment 15/ 0, found:	352.988
Length  174/29, alignment 15/ 0, fail:	356.102
Length  174/29, alignment 15/ 3, found:	346.904
Length  174/29, alignment 15/ 3, fail:	354.286
Length  174/29, alignment 15/ 9, found:	348.38
Length  174/29, alignment 15/ 9, fail:	355.581
Length  174/29, alignment 15/15, found:	347.068
Length  174/29, alignment 15/15, fail:	368.101
Length  203/29, alignment  0/ 0, found:	387.51
Length  203/29, alignment  0/ 0, fail:	375.217
Length  203/29, alignment  0/ 3, found:	392.727
Length  203/29, alignment  0/ 3, fail:	385.802
Length  203/29, alignment  0/ 9, found:	376.38
Length  203/29, alignment  0/ 9, fail:	384.2
Length  203/29, alignment  0/15, found:	385.565
Length  203/29, alignment  0/15, fail:	378.952
Length  203/29, alignment  3/ 0, found:	382.241
Length  203/29, alignment  3/ 0, fail:	384.831
Length  203/29, alignment  3/ 3, found:	374.871
Length  203/29, alignment  3/ 3, fail:	392.478
Length  203/29, alignment  3/ 9, found:	388.533
Length  203/29, alignment  3/ 9, fail:	373.742
Length  203/29, alignment  3/15, found:	404.478
Length  203/29, alignment  3/15, fail:	389.249
Length  203/29, alignment  9/ 0, found:	378.277
Length  203/29, alignment  9/ 0, fail:	411.392
Length  203/29, alignment  9/ 3, found:	419.641
Length  203/29, alignment  9/ 3, fail:	386.617
Length  203/29, alignment  9/ 9, found:	424.447
Length  203/29, alignment  9/ 9, fail:	401.01
Length  203/29, alignment  9/15, found:	378.174
Length  203/29, alignment  9/15, fail:	395.793
Length  203/29, alignment 15/ 0, found:	387.072
Length  203/29, alignment 15/ 0, fail:	377.649
Length  203/29, alignment 15/ 3, found:	420.42
Length  203/29, alignment 15/ 3, fail:	386.247
Length  203/29, alignment 15/ 9, found:	377.825
Length  203/29, alignment 15/ 9, fail:	387.239
Length  203/29, alignment 15/15, found:	386.542
Length  203/29, alignment 15/15, fail:	384.189
Length  232/29, alignment  0/ 0, found:	417.503
Length  232/29, alignment  0/ 0, fail:	417.441
Length  232/29, alignment  0/ 3, found:	408.087
Length  232/29, alignment  0/ 3, fail:	425.345
Length  232/29, alignment  0/ 9, found:	415.598
Length  232/29, alignment  0/ 9, fail:	409.011
Length  232/29, alignment  0/15, found:	423.627
Length  232/29, alignment  0/15, fail:	420.706
Length  232/29, alignment  3/ 0, found:	408.926
Length  232/29, alignment  3/ 0, fail:	420.699
Length  232/29, alignment  3/ 3, found:	419.142
Length  232/29, alignment  3/ 3, fail:	409.22
Length  232/29, alignment  3/ 9, found:	418.688
Length  232/29, alignment  3/ 9, fail:	419.566
Length  232/29, alignment  3/15, found:	410.927
Length  232/29, alignment  3/15, fail:	428.003
Length  232/29, alignment  9/ 0, found:	420.682
Length  232/29, alignment  9/ 0, fail:	410.799
