                       	strsep
Length  126/21, alignment  9/ 3, found:	160.6
Length  126/21, alignment  9/ 3, fail:	228.416
Length  126/21, alignment  9/ 9, found:	160.525
Length  126/21, alignment  9/ 9, fail:	228.682
Length  126/21, alignment  9/15, found:	158.789
Length  126/21, alignment  9/15, fail:	228.474
Length  126/21, alignment 15/ 0, found:	160.85
Length  126/21, alignment 15/ 0, fail:	226.865
Length  126/21, alignment 15/ 3, found:	161.013
Length  126/21, alignment 15/ 3, fail:	226.803
Length  126/21, alignment 15/ 9, found:	160.993
Length  126/21, alignment 15/ 9, fail:	229.59
Length  126/21, alignment 15/15, found:	160.437
Length  126/21, alignment 15/15, fail:	227.318
Length  147/21, alignment  0/ 0, found:	172.191
Length  147/21, alignment  0/ 0, fail:	251.129
Length  147/21, alignment  0/ 3, found:	170.019
Length  147/21, alignment  0/ 3, fail:	253.574
Length  147/21, alignment  0/ 9, found:	169.802
Length  147/21, alignment  0/ 9, fail:	252.645
Length  147/21, alignment  0/15, found:	171.242
Length  147/21, alignment  0/15, fail:	252.882
Length  147/21, alignment  3/ 0, found:	169.554
Length  147/21, alignment  3/ 0, fail:	251.104
Length  147/21, alignment  3/ 3, found:	171.632
Length  147/21, alignment  3/ 3, fail:	251.386
Length  147/21, alignment  3/ 9, found:	170.425
Length  147/21, alignment  3/ 9, fail:	252.719
Length  147/21, alignment  3/15, found:	169.738
Length  147/21, alignment  3/15, fail:	252.887
Length  147/21, alignment  9/ 0, found:	171.048
Length  147/21, alignment  9/ 0, fail:	252.948
Length  147/21, alignment  9/ 3, found:	169.663
Length  147/21, alignment  9/ 3, fail:	250.889
Length  147/21, alignment  9/ 9, found:	171.73
Length  147/21, alignment  9/ 9, fail:	253.038
Length  147/21, alignment  9/15, found:	168.427
Length  147/21, alignment  9/15, fail:	252.784
Length  147/21, alignment 15/ 0, found:	170.885
Length  147/21, alignment 15/ 0, fail:	252.523
Length  147/21, alignment 15/ 3, found:	171.311
Length  147/21, alignment 15/ 3, fail:	252.984
Length  147/21, alignment 15/ 9, found:	171.044
Length  147/21, alignment 15/ 9, fail:	252.443
Length  147/21, alignment 15/15, found:	171.05
Length  147/21, alignment 15/15, fail:	254.56
Length   88/22, alignment  0/ 0, found:	137.511
Length   88/22, alignment  0/ 0, fail:	187.907
Length   88/22, alignment  0/ 3, found:	138.914
Length   88/22, alignment  0/ 3, fail:	185.912
Length   88/22, alignment  0/ 9, found:	139.024
Length   88/22, alignment  0/ 9, fail:	186.189
Length   88/22, alignment  0/15, found:	139.251
Length   88/22, alignment  0/15, fail:	186.471
Length   88/22, alignment  3/ 0, found:	139.021
Length   88/22, alignment  3/ 0, fail:	186.349
Length   88/22, alignment  3/ 3, found:	139.076
Length   88/22, alignment  3/ 3, fail:	187.135
Length   88/22, alignment  3/ 9, found:	141.946
Length   88/22, alignment  3/ 9, fail:	185.869
Length   88/22, alignment  3/15, found:	154.121
Length   88/22, alignment  3/15, fail:	186.329
Length   88/22, alignment  9/ 0, found:	139.562
Length   88/22, alignment  9/ 0, fail:	186.676
Length   88/22, alignment  9/ 3, found:	139.107
Length   88/22, alignment  9/ 3, fail:	189.283
Length   88/22, alignment  9/ 9, found:	137.308
Length   88/22, alignment  9/ 9, fail:	188.184
Length   88/22, alignment  9/15, found:	137.198
Length   88/22, alignment  9/15, fail:	188.526
Length   88/22, alignment 15/ 0, found:	138.924
Length   88/22, alignment 15/ 0, fail:	185.951
Length   88/22, alignment 15/ 3, found:	138.84
Length   88/22, alignment 15/ 3, fail:	186.322
Length   88/22, alignment 15/ 9, found:	139.336
Length   88/22, alignment 15/ 9, fail:	186.648
Length   88/22, alignment 15/15, found:	138.87
Length   88/22, alignment 15/15, fail:	186.237
Length  110/22, alignment  0/ 0, found:	155.332
Length  110/22, alignment  0/ 0, fail:	211
Length  110/22, alignment  0/ 3, found:	152.464
Length  110/22, alignment  0/ 3, fail:	210.309
Length  110/22, alignment  0/ 9, found:	152.874
Length  110/22, alignment  0/ 9, fail:	211.888
Length  110/22, alignment  0/15, found:	152.424
Length  110/22, alignment  0/15, fail:	210.852
Length  110/22, alignment  3/ 0, found:	152.273
Length  110/22, alignment  3/ 0, fail:	211.526
Length  110/22, alignment  3/ 3, found:	153.585
Length  110/22, alignment  3/ 3, fail:	210.343
Length  110/22, alignment  3/ 9, found:	152.901
Length  110/22, alignment  3/ 9, fail:	212.609
Length  110/22, alignment  3/15, found:	147.928
Length  110/22, alignment  3/15, fail:	211.857
Length  110/22, alignment  9/ 0, found:	152.307
Length  110/22, alignment  9/ 0, fail:	210.36
Length  110/22, alignment  9/ 3, found:	153.123
Length  110/22, alignment  9/ 3, fail:	211.976
Length  110/22, alignment  9/ 9, found:	152.528
Length  110/22, alignment  9/ 9, fail:	210.443
Length  110/22, alignment  9/15, found:	153.19
Length  110/22, alignment  9/15, fail:	212.962
Length  110/22, alignment 15/ 0, found:	153.34
Length  110/22, alignment 15/ 0, fail:	210.664
Length  110/22, alignment 15/ 3, found:	152.937
Length  110/22, alignment 15/ 3, fail:	210.555
Length  110/22, alignment 15/ 9, found:	155.543
Length  110/22, alignment 15/ 9, fail:	210.484
Length  110/22, alignment 15/15, found:	153.517
Length  110/22, alignment 15/15, fail:	210.35
Length  132/22, alignment  0/ 0, found:	161.668
Length  132/22, alignment  0/ 0, fail:	236.876
Length  132/22, alignment  0/ 3, found:	164.147
Length  132/22, alignment  0/ 3, fail:	237.703
Length  132/22, alignment  0/ 9, found:	164.194
Length  132/22, alignment  0/ 9, fail:	263.694
Length  132/22, alignment  0/15, found:	163.22
Length  132/22, alignment  0/15, fail:	234.946
Length  132/22, alignment  3/ 0, found:	163.302
Length  132/22, alignment  3/ 0, fail:	236.612
Length  132/22, alignment  3/ 3, found:	163.576
Length  132/22, alignment  3/ 3, fail:	236.302
Length  132/22, alignment  3/ 9, found:	163.362
Length  132/22, alignment  3/ 9, fail:	235.107
Length  132/22, alignment  3/15, found:	163.217
Length  132/22, alignment  3/15, fail:	237.491
Length  132/22, alignment  9/ 0, found:	163.552
Length  132/22, alignment  9/ 0, fail:	236.385
Length  132/22, alignment  9/ 3, found:	163.649
Length  132/22, alignment  9/ 3, fail:	235.033
Length  132/22, alignment  9/ 9, found:	163.28
Length  132/22, alignment  9/ 9, fail:	236.094
Length  132/22, alignment  9/15, found:	163.453
Length  132/22, alignment  9/15, fail:	236.958
Length  132/22, alignment 15/ 0, found:	163.028
Length  132/22, alignment 15/ 0, fail:	234.962
Length  132/22, alignment 15/ 3, found:	163.953
Length  132/22, alignment 15/ 3, fail:	236.671
Length  132/22, alignment 15/ 9, found:	163.573
Length  132/22, alignment 15/ 9, fail:	235.447
Length  132/22, alignment 15/15, found:	163.306
Length  132/22, alignment 15/15, fail:	235.404
Length  154/22, alignment  0/ 0, found:	177.843
Length  154/22, alignment  0/ 0, fail:	259.045
Length  154/22, alignment  0/ 3, found:	175.796
Length  154/22, alignment  0/ 3, fail:	261.849
Length  154/22, alignment  0/ 9, found:	176.03
Length  154/22, alignment  0/ 9, fail:	261.139
Length  154/22, alignment  0/15, found:	176.37
Length  154/22, alignment  0/15, fail:	261.182
Length  154/22, alignment  3/ 0, found:	175.12
Length  154/22, alignment  3/ 0, fail:	261.438
Length  154/22, alignment  3/ 3, found:	175.65
Length  154/22, alignment  3/ 3, fail:	261.023
Length  154/22, alignment  3/ 9, found:	175.596
Length  154/22, alignment  3/ 9, fail:	259.442
Length  154/22, alignment  3/15, found:	178.098
Length  154/22, alignment  3/15, fail:	261.48
Length  154/22, alignment  9/ 0, found:	175.849
Length  154/22, alignment  9/ 0, fail:	259.552
Length  154/22, alignment  9/ 3, found:	178.272
Length  154/22, alignment  9/ 3, fail:	259.779
Length  154/22, alignment  9/ 9, found:	176.497
Length  154/22, alignment  9/ 9, fail:	262.253
Length  154/22, alignment  9/15, found:	177.507
Length  154/22, alignment  9/15, fail:	259.811
Length  154/22, alignment 15/ 0, found:	176.27
Length  154/22, alignment 15/ 0, fail:	261.571
Length  154/22, alignment 15/ 3, found:	175.984
Length  154/22, alignment 15/ 3, fail:	261.479
Length  154/22, alignment 15/ 9, found:	176.926
Length  154/22, alignment 15/ 9, fail:	266.064
Length  154/22, alignment 15/15, found:	176.18
Length  154/22, alignment 15/15, fail:	261.139
Length   92/23, alignment  0/ 0, found:	143.02
Length   92/23, alignment  0/ 0, fail:	192.397
Length   92/23, alignment  0/ 3, found:	143.368
Length   92/23, alignment  0/ 3, fail:	191.854
Length   92/23, alignment  0/ 9, found:	143.058
Length   92/23, alignment  0/ 9, fail:	193.554
Length   92/23, alignment  0/15, found:	140.561
Length   92/23, alignment  0/15, fail:	194.103
Length   92/23, alignment  3/ 0, found:	141.979
Length   92/23, alignment  3/ 0, fail:	191.884
Length   92/23, alignment  3/ 3, found:	142.211
Length   92/23, alignment  3/ 3, fail:	192.092
Length   92/23, alignment  3/ 9, found:	142.921
Length   92/23, alignment  3/ 9, fail:	192.641
Length   92/23, alignment  3/15, found:	144.771
Length   92/23, alignment  3/15, fail:	191.991
Length   92/23, alignment  9/ 0, found:	142.616
Length   92/23, alignment  9/ 0, fail:	192.425
Length   92/23, alignment  9/ 3, found:	143.622
Length   92/23, alignment  9/ 3, fail:	192.788
Length   92/23, alignment  9/ 9, found:	143.564
Length   92/23, alignment  9/ 9, fail:	195.519
Length   92/23, alignment  9/15, found:	150.259
Length   92/23, alignment  9/15, fail:	196.918
Length   92/23, alignment 15/ 0, found:	143.133
Length   92/23, alignment 15/ 0, fail:	192.545
Length   92/23, alignment 15/ 3, found:	142.41
Length   92/23, alignment 15/ 3, fail:	192.073
Length   92/23, alignment 15/ 9, found:	145.237
Length   92/23, alignment 15/ 9, fail:	192.346
Length   92/23, alignment 15/15, found:	142.582
Length   92/23, alignment 15/15, fail:	192.222
Length  115/23, alignment  0/ 0, found:	155.854
Length  115/23, alignment  0/ 0, fail:	220.625
Length  115/23, alignment  0/ 3, found:	153.188
Length  115/23, alignment  0/ 3, fail:	222.915
Length  115/23, alignment  0/ 9, found:	155.472
Length  115/23, alignment  0/ 9, fail:	218.087
Length  115/23, alignment  0/15, found:	162.498
Length  115/23, alignment  0/15, fail:	218.687
Length  115/23, alignment  3/ 0, found:	155.405
Length  115/23, alignment  3/ 0, fail:	219.693
Length  115/23, alignment  3/ 3, found:	152.96
Length  115/23, alignment  3/ 3, fail:	219.676
Length  115/23, alignment  3/ 9, found:	154.635
Length  115/23, alignment  3/ 9, fail:	218.268
Length  115/23, alignment  3/15, found:	157.522
Length  115/23, alignment  3/15, fail:	217.925
Length  115/23, alignment  9/ 0, found:	155.151
Length  115/23, alignment  9/ 0, fail:	219.739
Length  115/23, alignment  9/ 3, found:	153.257
Length  115/23, alignment  9/ 3, fail:	220.048
Length  115/23, alignment  9/ 9, found:	154.81
Length  115/23, alignment  9/ 9, fail:	217.978
Length  115/23, alignment  9/15, found:	157.138
Length  115/23, alignment  9/15, fail:	217.846
Length  115/23, alignment 15/ 0, found:	155.133
Length  115/23, alignment 15/ 0, fail:	220.124
Length  115/23, alignment 15/ 3, found:	153.199
Length  115/23, alignment 15/ 3, fail:	219.807
Length  115/23, alignment 15/ 9, found:	155.063
Length  115/23, alignment 15/ 9, fail:	218.128
Length  115/23, alignment 15/15, found:	157.277
Length  115/23, alignment 15/15, fail:	217.98
Length  138/23, alignment  0/ 0, found:	168.47
Length  138/23, alignment  0/ 0, fail:	244.807
Length  138/23, alignment  0/ 3, found:	168.3
Length  138/23, alignment  0/ 3, fail:	245.1
Length  138/23, alignment  0/ 9, found:	170.582
Length  138/23, alignment  0/ 9, fail:	244.446
Length  138/23, alignment  0/15, found:	168.616
Length  138/23, alignment  0/15, fail:	247.195
Length  138/23, alignment  3/ 0, found:	168.818
Length  138/23, alignment  3/ 0, fail:	246.45
Length  138/23, alignment  3/ 3, found:	169.049
Length  138/23, alignment  3/ 3, fail:	245.777
Length  138/23, alignment  3/ 9, found:	168.156
Length  138/23, alignment  3/ 9, fail:	244.326
Length  138/23, alignment  3/15, found:	170.589
Length  138/23, alignment  3/15, fail:	244.886
Length  138/23, alignment  9/ 0, found:	168.356
Length  138/23, alignment  9/ 0, fail:	246.949
Length  138/23, alignment  9/ 3, found:	168.747
Length  138/23, alignment  9/ 3, fail:	245.119
Length  138/23, alignment  9/ 9, found:	168.491
Length  138/23, alignment  9/ 9, fail:	243.705
Length  138/23, alignment  9/15, found:	166.661
Length  138/23, alignment  9/15, fail:	247.216
Length  138/23, alignment 15/ 0, found:	169.508
Length  138/23, alignment 15/ 0, fail:	245.327
Length  138/23, alignment 15/ 3, found:	169.546
Length  138/23, alignment 15/ 3, fail:	246.253
Length  138/23, alignment 15/ 9, found:	169.247
Length  138/23, alignment 15/ 9, fail:	244.612
Length  138/23, alignment 15/15, found:	171.285
Length  138/23, alignment 15/15, fail:	244.63
Length  161/23, alignment  0/ 0, found:	180.566
Length  161/23, alignment  0/ 0, fail:	272.43
Length  161/23, alignment  0/ 3, found:	182.401
Length  161/23, alignment  0/ 3, fail:	269.424
Length  161/23, alignment  0/ 9, found:	180.656
Length  161/23, alignment  0/ 9, fail:	271.883
Length  161/23, alignment  0/15, found:	182.726
Length  161/23, alignment  0/15, fail:	269.3
Length  161/23, alignment  3/ 0, found:	180.859
Length  161/23, alignment  3/ 0, fail:	270.976
Length  161/23, alignment  3/ 3, found:	182.785
Length  161/23, alignment  3/ 3, fail:	269.107
Length  161/23, alignment  3/ 9, found:	180.669
Length  161/23, alignment  3/ 9, fail:	271.583
Length  161/23, alignment  3/15, found:	182.658
Length  161/23, alignment  3/15, fail:	269.774
Length  161/23, alignment  9/ 0, found:	181.654
Length  161/23, alignment  9/ 0, fail:	271.476
Length  161/23, alignment  9/ 3, found:	183.189
Length  161/23, alignment  9/ 3, fail:	269.08
Length  161/23, alignment  9/ 9, found:	181.598
Length  161/23, alignment  9/ 9, fail:	271.606
Length  161/23, alignment  9/15, found:	183.638
Length  161/23, alignment  9/15, fail:	269.379
Length  161/23, alignment 15/ 0, found:	178.894
Length  161/23, alignment 15/ 0, fail:	271.715
Length  161/23, alignment 15/ 3, found:	182.476
Length  161/23, alignment 15/ 3, fail:	271.051
Length  161/23, alignment 15/ 9, found:	179.129
Length  161/23, alignment 15/ 9, fail:	269.76
Length  161/23, alignment 15/15, found:	183.277
Length  161/23, alignment 15/15, fail:	271.104
Length   96/24, alignment  0/ 0, found:	143.601
Length   96/24, alignment  0/ 0, fail:	198.877
Length   96/24, alignment  0/ 3, found:	145.266
Length   96/24, alignment  0/ 3, fail:	197.473
Length   96/24, alignment  0/ 9, found:	145.625
Length   96/24, alignment  0/ 9, fail:	197.291
Length   96/24, alignment  0/15, found:	145.462
Length   96/24, alignment  0/15, fail:	197.601
Length   96/24, alignment  3/ 0, found:	145.531
Length   96/24, alignment  3/ 0, fail:	197.656
Length   96/24, alignment  3/ 3, found:	145.408
Length   96/24, alignment  3/ 3, fail:	197.111
Length   96/24, alignment  3/ 9, found:	145.35
Length   96/24, alignment  3/ 9, fail:	199.515
Length   96/24, alignment  3/15, found:	143.514
Length   96/24, alignment  3/15, fail:	199.602
Length   96/24, alignment  9/ 0, found:	145.26
Length   96/24, alignment  9/ 0, fail:	197.323
Length   96/24, alignment  9/ 3, found:	145.464
Length   96/24, alignment  9/ 3, fail:	197.494
Length   96/24, alignment  9/ 9, found:	145.459
Length   96/24, alignment  9/ 9, fail:	199.171
Length   96/24, alignment  9/15, found:	145.328
Length   96/24, alignment  9/15, fail:	197.449
Length   96/24, alignment 15/ 0, found:	145.433
Length   96/24, alignment 15/ 0, fail:	197.419
Length   96/24, alignment 15/ 3, found:	145.683
Length   96/24, alignment 15/ 3, fail:	199.856
Length   96/24, alignment 15/ 9, found:	143.525
Length   96/24, alignment 15/ 9, fail:	199.259
Length   96/24, alignment 15/15, found:	145.153
Length   96/24, alignment 15/15, fail:	197.477
Length  120/24, alignment  0/ 0, found:	159.083
Length  120/24, alignment  0/ 0, fail:	225.58
Length  120/24, alignment  0/ 3, found:	159.093
Length  120/24, alignment  0/ 3, fail:	223.875
Length  120/24, alignment  0/ 9, found:	158.634
Length  120/24, alignment  0/ 9, fail:	226.223
Length  120/24, alignment  0/15, found:	158.294
Length  120/24, alignment  0/15, fail:	223.782
Length  120/24, alignment  3/ 0, found:	160.291
Length  120/24, alignment  3/ 0, fail:	224.054
Length  120/24, alignment  3/ 3, found:	158.68
Length  120/24, alignment  3/ 3, fail:	225.944
Length  120/24, alignment  3/ 9, found:	156.79
Length  120/24, alignment  3/ 9, fail:	225.608
Length  120/24, alignment  3/15, found:	158.359
Length  120/24, alignment  3/15, fail:	225.843
Length  120/24, alignment  9/ 0, found:	159.249
Length  120/24, alignment  9/ 0, fail:	223.822
Length  120/24, alignment  9/ 3, found:	158.661
Length  120/24, alignment  9/ 3, fail:	225.918
Length  120/24, alignment  9/ 9, found:	158.701
Length  120/24, alignment  9/ 9, fail:	223.997
Length  120/24, alignment  9/15, found:	158.272
Length  120/24, alignment  9/15, fail:	232.163
Length  120/24, alignment 15/ 0, found:	158.976
Length  120/24, alignment 15/ 0, fail:	226.96
Length  120/24, alignment 15/ 3, found:	156.773
Length  120/24, alignment 15/ 3, fail:	226.142
Length  120/24, alignment 15/ 9, found:	158.22
Length  120/24, alignment 15/ 9, fail:	225.474
Length  120/24, alignment 15/15, found:	159.219
Length  120/24, alignment 15/15, fail:	224.606
Length  144/24, alignment  0/ 0, found:	172.441
